fullVisitorId,channelGrouping,socialEngagementType,visitStartTime,device.browser,device.operatingSystem,device.isMobile,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.networkDomain,totals.visits,totals.newVisits,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.isTrueDirect,trafficSource.referralPath,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent,date,visitNumber,totals.hits,totals.pageviews,totals.transactionRevenue
2923583380085498492,6,0,6,2,1,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,7.0,8.0,8.0,44790000
62722204677243801,6,0,3,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,3.0,12.0,10.0,30390000
4357414011161520512,4,0,11,7,6,1,1,2,9,66,53,33,123,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,1.0,12.0,10.0,10990000
4290831302541966980,2,0,3,4,3,0,0,2,9,66,10,41,108,660,0,0,0,0,0,2,0,0,0,1,199,0,0,5,1.0,1.0,13.0,11.0,24990000
4395471984561333181,2,0,9,8,6,1,1,2,9,66,10,41,76,141,0,0,0,0,0,2,0,0,0,1,199,0,0,5,1.0,1.0,15.0,14.0,16970000
5843958474903500870,2,0,10,7,6,1,1,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,1.0,2.0,18.0,9.0,8980000
8946514554986669717,6,0,0,2,3,0,0,2,9,66,40,12,3,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,5.0,20.0,16.0,30720000
0463325773564352787,6,0,7,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,3.0,20.0,16.0,44790000
205818826345710444,4,0,11,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,6.0,22.0,17.0,11960000
6388824250276633832,4,0,8,2,3,0,0,2,9,66,10,41,103,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,4.0,23.0,17.0,57570000
3945894443419413506,4,0,7,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,2.0,25.0,23.0,22970000
661947368755840479,4,0,4,2,4,0,0,2,9,66,26,7,24,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,4.0,29.0,21.0,236790000
700225401855286769,6,0,0,2,3,0,0,2,9,66,40,12,3,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,1.0,34.0,28.0,179160000
4305270415377533885,6,0,15,2,3,0,0,2,9,66,10,41,72,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,6.0,35.0,26.0,80760000
1627208831212925916,6,0,9,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,1.0,36.0,29.0,30390000
0608915197735218105,6,0,6,2,1,0,0,2,9,66,10,41,76,149,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,6.0,37.0,31.0,259370000
2402527199731150932,2,0,3,2,1,0,0,2,9,66,26,7,24,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,1.0,9.0,37.0,31.0,106260000
3972031438204538458,6,0,4,2,2,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,1.0,37.0,27.0,38350000
2553957087129235590,6,0,0,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,2.0,42.0,35.0,53560000
0463325773564352787,6,0,9,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,4.0,43.0,33.0,191170000
4985703629807810187,4,0,8,2,3,0,0,2,9,66,48,27,76,509,0,0,0,15,5,2,0,0,0,1,199,0,0,5,1.0,1.0,46.0,37.0,31980000
7488710348710523001,6,0,10,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,3.0,57.0,43.0,64700000
406001208091891832,6,0,7,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,1.0,57.0,45.0,96770000
1759779356678951325,2,0,6,2,4,0,0,2,9,66,26,7,24,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,1.0,17.0,63.0,48.0,264790000
791462951878788065,6,0,6,2,3,0,0,2,9,66,10,41,104,141,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,1.0,91.0,69.0,105120000
7638336411447332495,6,0,1,2,3,0,0,2,9,66,48,27,76,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,1.0,7.0,161.0,112.0,1077000000
0750845334721949296,6,0,22,2,3,0,0,2,9,66,16,44,130,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,10.0,10.0,298760000
7265361594035996306,6,0,0,2,1,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,7.0,11.0,11.0,27180000
987390821892515431,4,0,3,2,3,0,0,2,9,66,74,42,112,574,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,12.0,11.0,25000000
987390821892515431,4,0,6,2,3,0,0,2,9,66,74,42,112,574,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,3.0,13.0,11.0,25000000
3654857757910532216,6,0,9,2,3,0,0,2,9,66,74,42,112,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,14.0,13.0,95970000
0115940065332308119,6,0,3,2,3,0,0,2,9,66,10,41,108,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,3.0,15.0,13.0,109150000
4064008221273566105,6,0,4,2,3,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,3.0,15.0,14.0,13590000
072965257504694282,6,0,2,2,2,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,10.0,18.0,14.0,16790000
384990845055862114,4,0,11,7,6,1,1,2,9,66,10,41,76,583,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,11.0,18.0,16.0,6990000
2099864407370022116,2,0,6,2,3,0,0,2,9,66,10,41,103,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,6.0,1.0,21.0,15.0,113520000
3412601168298155096,5,0,9,2,4,0,0,2,9,66,10,40,102,0,0,0,1,15,3,27,0,0,0,1,263,0,0,11,6.0,1.0,22.0,16.0,7480000
2665204442613686910,4,0,0,7,6,1,1,2,9,66,37,4,16,573,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,23.0,20.0,13290000
3508419666243874603,6,0,3,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,24.0,18.0,300350000
6416811485882520793,3,0,2,2,3,0,0,2,9,66,10,22,61,0,0,0,0,15,4,2,0,0,0,1,199,0,0,5,6.0,2.0,27.0,12.0,33980000
1216639212736323098,6,0,1,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,28.0,24.0,79990000
4692146566453742608,4,0,3,2,3,0,0,2,9,66,74,42,53,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,1.0,30.0,23.0,74590000
9429712068285188439,6,0,14,2,3,0,0,2,9,66,74,42,53,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,2.0,31.0,24.0,57580000
4064008221273566105,6,0,5,2,3,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,33.0,29.0,33580000
4127513140005445280,6,0,20,2,3,0,0,2,9,66,10,41,76,675,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,34.0,28.0,13590000
3560820276518060023,2,0,18,2,0,1,1,2,9,66,10,41,76,140,0,0,0,0,0,2,0,0,0,1,199,0,0,5,6.0,1.0,35.0,28.0,9980000
2658678838785413275,6,0,11,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,39.0,28.0,31490000
7366648314975511623,6,0,6,2,2,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,40.0,35.0,21020000
5613784133853070022,6,0,4,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,41.0,29.0,335310000
5820498420449602355,4,0,8,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,6.0,2.0,50.0,40.0,10990000
9492321535184723478,6,0,2,2,2,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,4.0,55.0,41.0,111160000
3315850109243126332,6,0,22,2,1,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,6.0,1.0,86.0,59.0,173880000
8769206328217001636,4,0,2,2,4,0,0,2,9,66,10,41,76,53,0,0,0,15,5,2,0,0,0,1,199,0,0,5,3.0,2.0,17.0,13.0,16990000
1253103077765832819,2,0,7,3,4,0,0,2,2,49,10,41,76,346,0,0,0,0,0,2,0,0,0,1,199,0,0,5,3.0,2.0,18.0,18.0,19990000
664683919239436389,4,0,9,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,3.0,1.0,20.0,18.0,7990000
6421960756925082099,4,0,5,7,3,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,3.0,2.0,21.0,16.0,42970000
7545575276027340424,2,0,10,4,4,0,0,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,3.0,1.0,24.0,23.0,1990000
8146644046556936641,6,0,13,2,3,0,0,2,9,66,10,41,104,660,0,0,0,25,6,2,0,0,0,1,199,0,0,5,3.0,2.0,30.0,26.0,15190000
1977256117656372433,4,0,11,7,6,1,1,2,9,66,10,41,103,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,3.0,1.0,31.0,24.0,31930000
764274607292877218,6,0,4,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,3.0,1.0,33.0,27.0,244040000
8611515155255472281,6,0,9,2,3,0,0,2,9,66,10,41,76,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,3.0,2.0,33.0,31.0,17590000
3980601042365877663,6,0,7,2,3,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,3.0,1.0,44.0,37.0,139650000
4134498426819570935,4,0,7,2,4,0,0,2,9,66,10,41,76,600,0,0,0,15,5,2,0,0,0,1,199,0,0,5,3.0,6.0,69.0,60.0,37960000
4664319107970739921,2,0,0,2,3,0,0,2,9,66,10,41,76,98,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,5.0,11.0,11.0,16990000
4033167138991049828,2,0,3,2,0,1,1,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,1.0,12.0,10.0,18990000
3831723766212483216,6,0,8,2,3,0,0,2,9,66,10,41,72,245,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,3.0,13.0,13.0,59990000
3798576854040953242,4,0,4,2,3,0,0,2,9,66,10,41,72,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,6.0,16.0,16.0,179970000
1029323150011228171,6,0,5,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,2.0,18.0,14.0,86130000
1271739936649587420,6,0,5,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,4.0,20.0,19.0,239960000
689752308200679975,4,0,13,7,3,0,0,2,9,66,10,41,76,149,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,1.0,20.0,17.0,16990000
9562948220302753056,4,0,0,2,1,0,0,2,9,66,10,41,104,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,2.0,20.0,20.0,55990000
4262513756531099314,6,0,6,2,3,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,2.0,25.0,20.0,3980000
8708692061686223002,4,0,4,2,4,0,0,2,9,66,10,41,76,449,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,1.0,26.0,24.0,18990000
9228091811246318377,2,0,5,2,4,0,0,2,9,66,10,41,76,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,2.0,26.0,25.0,305490000
8092136662808852323,2,0,1,2,3,0,0,2,9,66,26,7,24,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,3.0,27.0,22.0,536820000
2840155464434051520,6,0,2,2,4,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,10.0,27.0,20.0,28780000
9013296840842675812,4,0,16,2,6,1,1,2,9,66,10,41,76,537,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,3.0,28.0,22.0,66980000
4995924842281653133,6,0,23,2,3,0,0,2,9,66,48,27,76,449,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,3.0,30.0,24.0,127970000
9393064695401243962,4,0,11,2,4,0,0,2,9,66,10,40,102,525,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,1.0,30.0,27.0,24990000
6954387213546558639,2,0,5,2,3,0,0,2,9,66,26,7,24,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,2.0,31.0,26.0,19190000
3087800167641443127,6,0,7,2,3,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,1.0,39.0,32.0,54320000
914215065327707355,4,0,8,3,4,0,0,2,9,66,10,22,47,149,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,5.0,40.0,30.0,13970000
0175318834283875506,6,0,6,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,5.0,48.0,36.0,464800000
3346100016851964940,6,0,3,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,1.0,51.0,43.0,27110000
3746316960999614032,6,0,8,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,1.0,53.0,41.0,397700000
1814166460229302850,2,0,0,2,1,0,0,2,9,66,10,41,76,198,0,0,0,0,0,2,0,0,0,1,199,0,0,5,2.0,8.0,54.0,40.0,1171470000
5828638042083405599,4,0,8,2,0,1,1,2,9,66,0,0,0,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,5.0,61.0,48.0,65950000
8287144117447582539,6,0,4,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,2.0,61.0,44.0,109450000
28714765282885780,6,0,14,2,3,0,0,2,9,66,10,41,72,140,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,5.0,62.0,42.0,84310000
7365317501077088080,4,0,3,2,1,0,0,2,9,66,10,41,103,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,1.0,76.0,59.0,81560000
1735733574864942932,6,0,7,2,1,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,2.0,2.0,77.0,58.0,108720000
088808220383842202,4,0,20,2,4,0,0,3,6,60,10,41,76,282,0,0,0,15,5,2,0,0,0,1,199,0,0,5,2.0,1.0,229.0,165.0,196420000
7195505318139600129,6,0,8,2,3,0,0,2,9,66,10,41,76,675,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,11.0,11.0,136810000
1292918695745531394,2,0,0,2,4,0,0,2,9,66,73,36,98,141,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,10.0,12.0,10.0,24970000
1144912080450618887,6,0,7,2,3,0,0,2,9,66,10,41,101,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,16.0,12.0,1188550000
6180179196714828509,6,0,3,2,3,0,0,2,9,66,26,7,24,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,2.0,18.0,16.0,769290000
3484260723427894385,4,0,7,2,3,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,2.0,19.0,15.0,42600000
4447376418318165565,6,0,5,2,1,0,0,2,9,66,40,12,3,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,19.0,16.0,35280000
0375962687766031488,4,0,14,2,4,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,6.0,19.0,14.0,23490000
4345770444854846870,6,0,8,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,20.0,17.0,211580000
0701601838005591363,6,0,5,2,4,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,21.0,19.0,115930000
8653846523706419375,2,0,6,2,3,0,0,2,9,66,10,41,117,0,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,4.0,22.0,17.0,51530000
8843025310060521600,6,0,6,2,2,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,12.0,23.0,22.0,187070000
4135072833918022797,6,0,3,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,24.0,20.0,332260000
8518736572243003083,6,0,6,2,3,0,0,2,9,66,37,4,22,0,0,0,0,24,6,2,0,11,0,1,199,0,0,5,8.0,8.0,25.0,19.0,154040000
2393197369360097718,6,0,3,2,3,0,0,4,18,59,77,0,132,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,2.0,26.0,21.0,94490000
6101482146991214860,2,0,5,4,4,0,0,2,9,66,10,41,76,226,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,2.0,27.0,20.0,10370000
7291346718031890073,6,0,3,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,4.0,28.0,22.0,31300000
7514907909032668078,4,0,8,2,3,0,0,2,9,66,10,41,76,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,2.0,30.0,24.0,76020000
1750514406451146951,6,0,6,2,3,0,0,2,9,66,10,41,103,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,30.0,22.0,81460000
5513331212846933396,6,0,8,2,3,0,0,2,9,66,48,27,76,0,0,0,0,38,6,2,0,18,0,1,199,0,0,5,8.0,9.0,30.0,23.0,556610000
517804428885255967,6,0,9,2,3,0,0,2,9,66,74,42,112,90,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,13.0,34.0,26.0,103360000
9980323391675823795,6,0,23,2,1,0,0,2,9,66,37,4,22,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,34.0,25.0,38330000
340785498701794891,6,0,2,2,3,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,35.0,28.0,28080000
3685287394686697592,4,0,15,7,6,1,1,2,9,66,10,41,104,140,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,37.0,31.0,43440000
9366501767240596824,3,0,8,4,0,1,1,2,9,66,10,41,76,660,0,0,0,9,4,2,0,0,0,1,199,0,0,5,8.0,12.0,40.0,27.0,27480000
5764332296932136654,6,0,3,2,3,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,3.0,46.0,32.0,45830000
8488955366649910156,2,0,1,2,4,0,0,2,9,66,10,41,76,39,0,0,0,0,0,2,0,0,0,1,199,0,0,5,8.0,1.0,46.0,36.0,17480000
5116095560753599175,6,0,2,2,2,0,0,2,9,66,10,41,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,47.0,39.0,35320000
8520115029387302083,6,0,5,2,1,0,0,2,9,66,74,42,53,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,5.0,48.0,36.0,59470000
7239459406664799488,4,0,18,7,5,1,1,2,9,66,10,41,76,505,0,0,0,15,5,21,0,0,0,1,199,0,0,5,8.0,4.0,48.0,35.0,26400000
2325745722959450968,6,0,10,2,3,0,0,2,9,66,48,27,76,675,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,49.0,37.0,210160000
4303041016027387041,6,0,5,2,1,0,0,2,9,66,22,1,5,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,4.0,56.0,38.0,166420000
9103254527726253075,4,0,0,2,2,0,0,2,9,66,26,7,24,0,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,4.0,62.0,47.0,110070000
720843898955413491,6,0,1,2,2,0,0,2,9,66,10,41,72,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,62.0,43.0,41450000
3908289773281629421,6,0,7,2,1,0,0,2,9,66,74,42,53,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,2.0,64.0,53.0,28290000
6002698185791753794,6,0,2,2,3,0,0,2,9,66,74,42,112,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,2.0,69.0,45.0,105360000
9494932638513134134,4,0,4,2,4,0,0,2,9,66,10,41,76,133,0,0,0,15,5,2,0,0,0,1,199,0,0,5,8.0,1.0,71.0,54.0,30890000
2828987368496366028,6,0,0,2,1,0,0,2,9,66,48,27,76,0,0,0,0,25,6,2,0,0,0,1,199,0,0,5,8.0,1.0,79.0,55.0,96550000
4055717475838572918,5,0,5,2,3,0,0,2,9,66,10,41,76,409,0,0,3,15,3,14,0,0,0,1,382,0,0,5,8.0,5.0,85.0,58.0,207630000
