fullVisitorId,channelGrouping,socialEngagementType,visitStartTime,device.browser,device.browserVersion,device.browserSize,device.operatingSystem,device.operatingSystemVersion,device.isMobile,device.mobileDeviceBranding,device.mobileDeviceModel,device.mobileInputSelector,device.mobileDeviceInfo,device.mobileDeviceMarketingName,device.flashVersion,device.language,device.screenColors,device.screenResolution,device.deviceCategory,geoNetwork.continent,geoNetwork.subContinent,geoNetwork.country,geoNetwork.region,geoNetwork.metro,geoNetwork.city,geoNetwork.cityId,geoNetwork.networkDomain,geoNetwork.latitude,geoNetwork.longitude,geoNetwork.networkLocation,totals.newVisits,trafficSource.campaign,trafficSource.source,trafficSource.medium,trafficSource.keyword,trafficSource.adwordsClickInfo.criteriaParameters,trafficSource.isTrueDirect,trafficSource.referralPath,trafficSource.adwordsClickInfo.page,trafficSource.adwordsClickInfo.slot,trafficSource.adwordsClickInfo.gclId,trafficSource.adwordsClickInfo.adNetworkType,trafficSource.adwordsClickInfo.isVideoAd,trafficSource.adContent,date,visitNumber,totals.hits,totals.pageviews,totals.transactionRevenue
3.94589E+18,2,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,2.0,25.0,23.0,22970000
6.61947E+17,2,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,4.0,29.0,21.0,236790000
7.00225E+17,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,13,8,1,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,34.0,28.0,179160000
4.30527E+18,4,0,15,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,6.0,35.0,26.0,80760000
1.62721E+18,4,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,36.0,29.0,30390000
6.08915E+17,4,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,32,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,6.0,37.0,31.0,259370000
2.40253E+18,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,9.0,37.0,31.0,106260000
3.97203E+18,4,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,37.0,27.0,38350000
2.55396E+18,4,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,2.0,42.0,35.0,53560000
4.63326E+17,4,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,4.0,43.0,33.0,191170000
4.9857E+18,2,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,110,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,1.0,1.0,46.0,37.0,31980000
7.48871E+18,4,0,10,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,3.0,57.0,43.0,64700000
4.06001E+17,4,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,57.0,45.0,96770000
1.75978E+18,0,0,6,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,17.0,63.0,48.0,264790000
7.91463E+17,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,44,0,29,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,1.0,91.0,69.0,105120000
7.63834E+18,4,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,138,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,1.0,7.0,161.0,112.0,1077000000
7.50845E+17,4,0,22,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,5,24,55,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,10.0,10.0,298760000
7.26536E+18,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,7.0,11.0,11.0,27180000
9.87391E+17,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,122,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,12.0,11.0,25000000
9.87391E+17,2,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,122,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,3.0,13.0,11.0,25000000
3.65486E+18,4,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,49,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,14.0,13.0,95970000
1.1594E+17,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,47,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,15.0,13.0,109150000
4.06401E+18,4,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,3.0,15.0,14.0,13590000
7.29653E+16,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,10.0,18.0,14.0,16790000
3.84991E+17,2,0,11,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,124,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,11.0,18.0,16.0,6990000
2.09986E+18,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,1.0,21.0,15.0,113520000
3.4126E+18,3,0,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,21,42,0,0,0,0,0,0,1,8,1,13,0,0,0,0,0,27,0,0,5,6.0,1.0,22.0,16.0,7480000
2.6652E+18,2,0,0,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,11,3,4,0,121,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,23.0,20.0,13290000
3.50842E+18,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,24.0,18.0,300350000
6.41681E+18,1,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,12,22,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,0,1,6.0,2.0,27.0,12.0,33980000
1.21664E+18,4,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,28.0,24.0,79990000
4.69215E+18,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,19,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,1.0,30.0,23.0,74590000
9.42971E+18,4,0,14,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,33,23,19,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,2.0,31.0,24.0,57580000
4.06401E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,33.0,29.0,33580000
4.12751E+18,4,0,20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,140,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,34.0,28.0,13590000
3.56082E+18,0,0,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,1.0,35.0,28.0,9980000
2.65868E+18,4,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,39.0,28.0,31490000
7.36665E+18,4,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,40.0,35.0,21020000
5.61378E+18,4,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,41.0,29.0,335310000
5.8205E+18,2,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,6.0,2.0,50.0,40.0,10990000
9.49232E+18,4,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,4.0,55.0,41.0,111160000
3.31585E+18,4,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,6.0,1.0,86.0,59.0,173880000
8.76921E+18,2,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,10,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,3.0,2.0,17.0,13.0,16990000
1.2531E+18,0,0,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,36,25,57,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,2.0,18.0,18.0,19990000
6.64684E+17,2,0,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,3.0,1.0,20.0,18.0,7990000
6.42196E+18,2,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,3.0,2.0,21.0,16.0,42970000
7.54558E+18,0,0,10,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,1.0,24.0,23.0,1990000
8.14664E+18,4,0,13,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,44,0,138,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,3.0,2.0,30.0,26.0,15190000
1.97726E+18,2,0,11,5,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,2,22,43,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,3.0,1.0,31.0,24.0,31930000
7.64275E+17,4,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,3.0,1.0,33.0,27.0,244040000
8.61152E+18,4,0,9,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,28,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,3.0,2.0,33.0,31.0,17590000
3.9806E+18,4,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,3.0,1.0,44.0,37.0,139650000
4.1345E+18,2,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,128,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,3.0,6.0,69.0,60.0,37960000
4.66432E+18,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,5.0,11.0,11.0,16990000
4.03317E+18,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,1.0,12.0,10.0,18990000
3.83172E+18,4,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,53,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,3.0,13.0,13.0,59990000
3.79858E+18,2,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,6.0,16.0,16.0,179970000
1.02932E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,2.0,18.0,14.0,86130000
1.27174E+18,4,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,4.0,20.0,19.0,239960000
6.89752E+17,2,0,13,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,32,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,1.0,20.0,17.0,16990000
9.56295E+18,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,44,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,2.0,20.0,20.0,55990000
4.26251E+18,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,2.0,25.0,20.0,3980000
8.70869E+18,2,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,91,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,1.0,26.0,24.0,18990000
9.22809E+18,0,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,36,25,57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2.0,26.0,25.0,305490000
8.09214E+18,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,3.0,27.0,22.0,536820000
2.84016E+18,4,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,22,28,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,10.0,27.0,20.0,28780000
9.0133E+18,2,0,16,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,20,36,25,57,0,116,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,3.0,28.0,22.0,66980000
4.99592E+18,4,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,91,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,3.0,30.0,24.0,127970000
9.39306E+18,2,0,11,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,21,42,0,113,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,1.0,30.0,27.0,24990000
6.95439E+18,0,0,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2.0,31.0,26.0,19190000
3.0878E+18,4,0,7,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,6,10,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,1.0,39.0,32.0,54320000
9.14215E+17,2,0,8,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,2,12,16,0,32,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,1,2.0,5.0,40.0,30.0,13970000
1.75319E+17,4,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,18,15,30,0,0,0,0,0,0,0,14,4,1,0,0,0,0,0,0,0,0,1,2.0,5.0,48.0,36.0,464800000
